Gene	Pathway1	Pathway2	BCCount	Type	meanWTfraction	SumTrial	SumCounts	meanLFC	meanPScore	meanManHdist	meanEuclDist	sdType	RankUp	RankPval
Cypt14	unassigned	""	4	Deletion (?15bp)	0.479873352	106351	11356	0.051055446	2.568273705	2.638821837	2.569619361	0.081026978	3620	13441
Fdxacb1	unassigned	""	5	Deletion (?15bp)	0.488322709	92607	9184	-0.046993168	2.568220268	2.643505385	2.569644511	0.081026978	12351	13442
Cytl1	unassigned	""	4	Deletion (?15bp)	0.502206348	68903	7082	-0.008673902	2.568091818	2.658136814	2.570036656	0.081026978	8896	13443
Kcnb2	unassigned	""	4	Deletion (?15bp)	0.52799983	80936	8212	-0.02925925	2.56788159	2.66450803	2.569870975	0.081026978	10866	13444
Pstk	unassigned	""	5	Deletion (?15bp)	0.484983638	105962	10882	-0.00776851	2.56754303	2.656498815	2.569163844	0.081026978	8789	13445
Rabl6	unassigned	""	5	Deletion (?15bp)	0.522394813	102325	9964	-0.079224056	2.567505912	2.664777571	2.569401482	0.081026978	14448	13446
Abo	unassigned	""	5	Deletion (?15bp)	0.54353258	54265	5232	-0.098781169	2.567477444	2.680306122	2.570522998	0.081026978	15393	13447
Slc5a11	unassigned	""	5	Deletion (?15bp)	0.501559716	68210	7165	0.03116534	2.567449618	2.660393685	2.569523935	0.081026978	5209	13448
Ssbp1	unassigned	""	3	Deletion (?15bp)	0.649693431	11380	1205	0.011295145	2.56742629	2.786583376	2.578927538	0.081026978	6984	13449
Mrto4	unassigned	""	3	Deletion (?15bp)	0.695151942	21043	1856	-0.208029487	2.566485204	2.774514691	2.576011105	0.081026978	17278	13450
Wnt3	unassigned	""	5	Deletion (?15bp)	0.501440431	104454	11013	0.042199819	2.56619052	2.644328754	2.567590093	0.081026978	4300	13451
Nudt4	unassigned	""	4	Deletion (?15bp)	0.492176526	56493	6000	0.037103785	2.565770173	2.670570891	2.568498936	0.081026978	4697	13452
Nudt14	unassigned	""	5	Deletion (?15bp)	0.512155169	73550	7460	-0.032690799	2.565637094	2.663572984	2.567700427	0.081026978	11181	13453
Acsm5	unassigned	""	5	Deletion (?15bp)	0.520816779	63908	6664	0.019432438	2.565619843	2.67881679	2.568283873	0.081026978	6211	13454
Morf4l1	unassigned	""	5	Deletion (?15bp)	0.482127389	54092	5453	-0.024169443	2.565577671	2.688065985	2.568712095	0.081026978	10368	13455
Exoc4	unassigned	""	5	Deletion (?15bp)	0.602388113	31527	3133	-0.059470237	2.565423231	2.712979872	2.570339725	0.081026978	13229	13456
Amz1	unassigned	""	5	Deletion (?15bp)	0.502816933	116337	12649	0.081419451	2.565219131	2.646638582	2.566563262	0.081026978	1874	13457
Zfp871	unassigned	""	4	Deletion (?15bp)	0.477941242	28161	2861	-0.038700491	2.565009377	2.735462704	2.571233388	0.081026978	11676	13458
Chmp5	unassigned	""	5	Deletion (?15bp)	0.529467981	54082	5379	-0.043111697	2.564787079	2.675060716	2.567465639	0.081026978	12051	13459
Itih3	unassigned	""	5	Deletion (?15bp)	0.490917685	87758	8955	-0.016961019	2.564153497	2.660750019	2.566162924	0.081026978	9667	13460
BC016579	unassigned	""	5	Deletion (?15bp)	0.490227797	112177	11499	-0.01773593	2.56385229	2.64846086	2.565400866	0.081026978	9748	13461
Mgat1	unassigned	""	5	Deletion (?15bp)	0.513310362	75954	7819	-0.011584157	2.563784317	2.650179558	2.565529799	0.081026978	9178	13462
Hsd17b11	unassigned	""	5	Deletion (?15bp)	0.504686536	73199	7225	-0.056453721	2.563641988	2.667682044	2.566056128	0.081026978	13038	13463
Vstm2a	unassigned	""	5	Deletion (?15bp)	0.500062645	71864	7787	0.065679457	2.563572697	2.655930272	2.565578735	0.081026978	2668	13464
Slc7a5	unassigned	""	5	Deletion (?15bp)	0.501257946	127605	13459	0.044859251	2.563076813	2.64159095	2.564366057	0.081026978	4079	13465
Becn1	unassigned	""	5	Deletion (?15bp)	0.481649762	87785	9128	0.014411898	2.562845867	2.652371203	2.56461898	0.081026978	6688	13466
Krt83	unassigned	""	3	Deletion (?15bp)	0.541503207	54649	5588	-0.006420921	2.56282192	2.667243047	2.565484134	0.081026978	8666	13467
Myh6	unassigned	""	5	Deletion (?15bp)	0.46727727	97619	10414	0.049369368	2.5627557	2.651816505	2.564418397	0.081026978	3741	13468
Tex19.1	unassigned	""	5	Deletion (?15bp)	0.526915879	90266	9773	0.075356992	2.562385996	2.650215412	2.56402455	0.081026978	2135	13469
Ccsap	unassigned	""	5	Deletion (?15bp)	0.502494042	145013	14958	-8.96e-05	2.561503091	2.623797431	2.562484877	0.081026978	8086	13470
Mcm3	unassigned	""	5	Deletion (?15bp)	0.681481283	31301	3044	-0.079081161	2.560906783	2.715855766	2.566411388	0.081026978	14441	13471
Ank1	unassigned	""	5	Deletion (?15bp)	0.50465421	124909	13018	0.001441165	2.560784951	2.640704827	2.562103002	0.081026978	7935	13472
Nup205	unassigned	""	4	Deletion (?15bp)	0.725188018	18566	2030	0.085447202	2.560745584	2.762758299	2.569594717	0.081026978	1698	13473
2210408I21Rik	unassigned	""	5	Deletion (?15bp)	0.490119081	52974	5619	0.043894994	2.560487312	2.663320554	2.563077974	0.081026978	4155	13474
Bhlhe41	unassigned	""	5	Deletion (?15bp)	0.503818138	93620	10041	0.044185116	2.559700287	2.651736666	2.561555544	0.081026978	4131	13475
Tmem117	unassigned	""	5	Deletion (?15bp)	0.513909025	68057	6960	-0.0102126	2.559602734	2.655541804	2.561854535	0.081026978	9052	13476
Slc40a1	unassigned	""	5	Deletion (?15bp)	0.542043752	49046	4742	-0.104299517	2.559199385	2.684105666	2.562618244	0.081026978	15597	13477
Cfap61	unassigned	""	5	Deletion (?15bp)	0.499868825	54391	5475	-0.03466835	2.558594957	2.667782636	2.561300887	0.081026978	11345	13478
Gtf2a1	unassigned	""	4	Deletion (?15bp)	0.703627255	23144	2178	-0.103919753	2.558086565	2.75115009	2.566163093	0.081026978	15587	13479
Tbce	unassigned	""	4	Deletion (?15bp)	0.657638561	17041	1536	-0.189482255	2.557556796	2.791795375	2.569263978	0.081026978	17141	13480
Myo1e	unassigned	""	5	Deletion (?15bp)	0.504307971	102167	10949	0.035575605	2.557367897	2.632100866	2.558680756	0.081026978	4827	13481
Cyp2c39	unassigned	""	4	Deletion (?15bp)	0.475990364	52100	5160	-0.065718026	2.557348309	2.675171372	2.56051583	0.081026978	13615	13482
Crocc	unassigned	""	5	Deletion (?15bp)	0.517342991	97266	9553	-0.055761056	2.557287937	2.63102331	2.55864425	0.081026978	12998	13483
Smyd1	unassigned	""	5	Deletion (?15bp)	0.48816102	91191	8840	-0.08773648	2.556427037	2.645106179	2.558124074	0.081026978	14895	13484
Tafa5	unassigned	""	5	Deletion (?15bp)	0.493418918	106103	11255	0.036412175	2.556222244	2.637229341	2.557630993	0.081026978	4755	13485
Glod4	unassigned	""	4	Deletion (?15bp)	0.474622004	30202	3248	0.057881999	2.556112148	2.705067646	2.561289021	0.081026978	3134	13486
Ubl3	unassigned	""	5	Deletion (?15bp)	0.480758294	54422	5762	0.026719626	2.556081507	2.680157067	2.559281093	0.081026978	5568	13487
Fras1	unassigned	""	5	Deletion (?15bp)	0.509607842	91418	9475	-0.001271514	2.556050923	2.654378133	2.558055077	0.081026978	8208	13488
Creb5	unassigned	""	5	Deletion (?15bp)	0.482470921	191268	20441	0.052669523	2.555961765	2.619929046	2.556813171	0.081026978	3495	13489
Gpr142	unassigned	""	5	Deletion (?15bp)	0.513516952	96820	10362	0.055094941	2.555949356	2.640207445	2.557560095	0.081026978	3318	13490
Dhcr24	unassigned	""	5	Deletion (?15bp)	0.519217935	111599	11554	0.005545858	2.555643884	2.639780816	2.557183278	0.081026978	7536	13491
Saa2	unassigned	""	3	Deletion (?15bp)	0.660784452	15707	1656	0.0032853	2.554056871	2.768853327	2.564656565	0.081026978	7765	13492
Camk4	unassigned	""	5	Deletion (?15bp)	0.49986947	87078	8933	-0.00349276	2.553977188	2.654040663	2.556046444	0.081026978	8405	13493
Xpnpep2	unassigned	""	5	Deletion (?15bp)	0.477343314	74368	7910	0.056118423	2.55367581	2.655688271	2.555832703	0.081026978	3257	13494
Plbd2	unassigned	""	5	Deletion (?15bp)	0.505458574	70262	7788	0.083983268	2.553496087	2.653915662	2.555792311	0.081026978	1766	13495
Cmtm2b	unassigned	""	5	Deletion (?15bp)	0.524179322	48291	4816	-0.076249127	2.55306945	2.684696471	2.556650057	0.081026978	14278	13496
Bbs7	unassigned	""	5	Deletion (?15bp)	0.531337732	56254	5640	-0.047221684	2.551648252	2.66413944	2.554489449	0.081026978	12372	13497
Frmd4b	unassigned	""	5	Deletion (?15bp)	0.504044388	67437	6732	-0.060755963	2.551190581	2.662547282	2.553746975	0.081026978	13314	13498
Lrrn4cl	unassigned	""	5	Deletion (?15bp)	0.53692126	98488	9614	-0.049222762	2.550945811	2.645349379	2.552977948	0.081026978	12518	13499
Vmn2r74	unassigned	""	5	Deletion (?15bp)	0.476487239	62502	6257	-0.048485315	2.55085163	2.656553499	2.553350311	0.081026978	12473	13500
Cnst	unassigned	""	5	Deletion (?15bp)	0.501587811	125751	12864	-0.00888185	2.550843928	2.626460578	2.552059681	0.081026978	8915	13501
Ermp1	unassigned	""	5	Deletion (?15bp)	0.570159008	48678	5277	0.065085373	2.550513707	2.649666851	2.552880673	0.081026978	2705	13502
Adora2a	unassigned	""	5	Deletion (?15bp)	0.497123925	103041	11179	0.074365926	2.549962414	2.634961355	2.551476081	0.081026978	2190	13503
Pomc	unassigned	""	5	Deletion (?15bp)	0.508681301	127868	12772	-0.047583403	2.549589675	2.608122827	2.550452358	0.081026978	12400	13504
Eif2d	unassigned	""	5	Deletion (?15bp)	0.51263055	42928	4244	-0.067835408	2.548962023	2.691662543	2.553265322	0.081026978	13764	13505
Arglu1	unassigned	""	5	Deletion (?15bp)	0.562062884	92126	9603	0.019464156	2.54892282	2.64271734	2.550797551	0.081026978	6203	13506
Akr1d1	unassigned	""	5	Deletion (?15bp)	0.495016895	75420	7785	-0.022017433	2.548833357	2.655960646	2.551225797	0.081026978	10163	13507
Fam53c	unassigned	""	5	Deletion (?15bp)	0.508337403	80821	8735	0.042282127	2.548682521	2.633292425	2.550443245	0.081026978	4295	13508
Myocos	unassigned	""	5	Deletion (?15bp)	0.516465886	79160	7748	-0.064542277	2.548398355	2.648988754	2.550531629	0.081026978	13544	13509
Zim1	unassigned	""	5	Deletion (?15bp)	0.521671851	80282	8406	0.026982713	2.548375693	2.649932403	2.550547875	0.081026978	5541	13510
Phc1	unassigned	""	5	Deletion (?15bp)	0.501795555	104151	11167	0.04734375	2.548207413	2.629752677	2.549667326	0.081026978	3894	13511
Phpt1	unassigned	""	5	Deletion (?15bp)	0.519637291	69773	7625	0.082211561	2.548054841	2.641704864	2.55008806	0.081026978	1840	13512
Slc35d1	unassigned	""	5	Deletion (?15bp)	0.484102543	52303	5216	-0.037918973	2.547609249	2.670790883	2.550879238	0.081026978	11612	13513
Sox10	unassigned	""	5	Deletion (?15bp)	0.524423964	71096	7232	-0.032823785	2.547190955	2.646723286	2.549294995	0.081026978	11197	13514
BC048671	unassigned	""	5	Deletion (?15bp)	0.516873903	56256	5731	-0.005803848	2.547079646	2.658666364	2.549791446	0.081026978	8612	13515
Cox18	unassigned	""	5	Deletion (?15bp)	0.521676102	69784	7229	0.008225395	2.546976499	2.650879064	2.549309937	0.081026978	7282	13516
Zswim3	unassigned	""	5	Deletion (?15bp)	0.523402781	92563	9183	-0.047305371	2.546966815	2.633385035	2.548586304	0.081026978	12377	13517
Crbn	unassigned	""	5	Deletion (?15bp)	0.512462138	37373	3986	0.048263967	2.546796293	2.682887756	2.55106652	0.081026978	3831	13518
Gatad2a	unassigned	""	5	Deletion (?15bp)	0.510677515	89416	8895	-0.048042622	2.546685312	2.632225662	2.548355973	0.081026978	12440	13519
Traf3ip3	unassigned	""	5	Deletion (?15bp)	0.514470837	96339	9483	-0.085456287	2.546647242	2.632103529	2.548186812	0.081026978	14765	13520
Bspry	unassigned	""	5	Deletion (?15bp)	0.505441503	117675	11852	-0.026190695	2.545999172	2.61934242	2.547308728	0.081026978	10568	13521
Dusp15	unassigned	""	6	Deletion (?15bp)	0.557614265	53347	5499	-0.01834666	2.545984523	2.665291915	2.549146464	0.081026978	9809	13522
Ccl25	unassigned	""	3	Deletion (?15bp)	0.548627435	38522	3920	-0.035409403	2.545536855	2.65984961	2.548961943	0.081026978	11396	13523
Usp24	unassigned	""	5	Deletion (?15bp)	0.517715554	70523	7249	-0.005682623	2.545216114	2.640474235	2.547219284	0.081026978	8601	13524
Grm1	unassigned	""	5	Deletion (?15bp)	0.514096309	72992	7808	0.053250882	2.545039491	2.631111796	2.546819521	0.081026978	3453	13525
Abhd10	unassigned	""	4	Deletion (?15bp)	0.538172286	31383	3425	0.079449633	2.544992674	2.702099043	2.550169987	0.081026978	1951	13526
Agl	unassigned	""	5	Deletion (?15bp)	0.53028762	72670	7272	-0.036031556	2.544854281	2.637281009	2.546718504	0.081026978	11455	13527
Lix1l	unassigned	""	5	Deletion (?15bp)	0.511699076	63736	6656	0.022571413	2.544738184	2.637643429	2.546618243	0.081026978	5915	13528
Asap3	unassigned	""	5	Deletion (?15bp)	0.522407102	108454	11517	0.02917588	2.544136294	2.620739439	2.545370368	0.081026978	5359	13529
Efhc1	unassigned	""	5	Deletion (?15bp)	0.513035442	71956	7728	0.061508179	2.543557023	2.639268465	2.545650633	0.081026978	2908	13530
Fpr1	unassigned	""	5	Deletion (?15bp)	0.509852519	57040	5950	0.004365745	2.543511715	2.655298075	2.546268481	0.081026978	7641	13531
Fbxo39	unassigned	""	5	Deletion (?15bp)	0.512582285	89838	9491	0.041434852	2.543284125	2.638573724	2.545183112	0.081026978	4366	13532
Sirt1	unassigned	""	5	Deletion (?15bp)	0.554855331	77907	8447	0.070620237	2.543251252	2.637333153	2.545235498	0.081026978	2384	13533
Cnn2	unassigned	""	4	Deletion (?15bp)	0.531710726	52806	5537	0.015684122	2.543194309	2.63415123	2.545178798	0.081026978	6558	13534
Emcn	unassigned	""	5	Deletion (?15bp)	0.526033278	56245	5826	0.003229532	2.543155983	2.651762914	2.545887049	0.081026978	7777	13535
Vwa8	unassigned	""	5	Deletion (?15bp)	0.481047935	129912	13949	0.054076621	2.543017305	2.601813683	2.543898676	0.081026978	3383	13536
Ptbp2	unassigned	""	5	Deletion (?15bp)	0.486185758	74679	7778	0.017250134	2.542739489	2.628442639	2.544448367	0.081026978	6408	13537
Clnk	unassigned	""	5	Deletion (?15bp)	0.520378763	42774	4693	0.101368924	2.542674663	2.659188729	2.545593212	0.081026978	1169	13538
Fbxo21	unassigned	""	5	Deletion (?15bp)	0.508931196	132747	14066	0.037089263	2.542657887	2.60751015	2.54374525	0.081026978	4699	13539
Xpc	unassigned	""	5	Deletion (?15bp)	0.523528677	77410	7859	-0.01480104	2.542520637	2.652679203	2.544957562	0.081026978	9453	13540
Smad7	unassigned	""	5	Deletion (?15bp)	0.575859256	60900	5924	-0.085110978	2.541568443	2.657384136	2.544428315	0.081026978	14744	13541
Atpaf1	unassigned	""	5	Deletion (?15bp)	0.547669194	113873	11316	-0.061812571	2.541349802	2.626024578	2.542902425	0.081026978	13391	13542
Hps6	unassigned	""	5	Deletion (?15bp)	0.504317364	89796	9376	0.01341064	2.541238179	2.628852957	2.542906062	0.081026978	6784	13543
Pipox	unassigned	""	5	Deletion (?15bp)	0.523836514	49867	5088	-0.016215925	2.540719321	2.669477828	2.544223549	0.081026978	9601	13544
Rtraf	unassigned	""	4	Deletion (?15bp)	0.611476499	17784	1981	0.121368694	2.540708047	2.735976854	2.548624179	0.081026978	698	13545
Treh	unassigned	""	5	Deletion (?15bp)	0.503320154	87755	9018	-0.017329199	2.540662665	2.635252389	2.542587285	0.081026978	9706	13546
Mrpl24	unassigned	""	5	Deletion (?15bp)	0.660176325	30544	2876	-0.141249066	2.540509173	2.70420563	2.546436594	0.081026978	16561	13547
Hgsnat	unassigned	""	5	Deletion (?15bp)	0.486880793	93888	10162	0.063380416	2.540472637	2.628245216	2.542185986	0.081026978	2812	13548
Krtap7-1	unassigned	""	3	Deletion (?15bp)	0.504203323	77527	8284	0.061390692	2.540248827	2.635094112	2.542259197	0.081026978	2919	13549
Prl8a1	unassigned	""	4	Deletion (?15bp)	0.514119739	26591	2494	-0.156160038	2.540135602	2.704356485	2.546125222	0.081026978	16804	13550
Psmb8	unassigned	""	5	Deletion (?15bp)	0.509010888	97344	9563	-0.072906453	2.539790948	2.618592891	2.541202569	0.081026978	14084	13551
Sucla2	unassigned	""	5	Deletion (?15bp)	0.492778109	40856	4429	0.05364869	2.539707714	2.669757759	2.543557513	0.081026978	3419	13552
Psen2	unassigned	""	5	Deletion (?15bp)	0.504501828	95592	9828	-0.007467689	2.539307069	2.628298571	2.541018517	0.081026978	8764	13553
Mocos	unassigned	""	5	Deletion (?15bp)	0.519909102	71383	6876	-0.092118206	2.538727866	2.657075344	2.541522558	0.081026978	15128	13554
Kansl3	unassigned	""	3	Deletion (?15bp)	0.626988029	37255	4066	0.112492393	2.538568567	2.651060959	2.542729893	0.081026978	874	13555
Brca2	HR	""	5	Deletion (?15bp)	0.574970639	38826	4364	0.138480586	2.538238338	2.676718924	2.542418128	0.081026978	424	13556
Ppfia1	unassigned	""	5	Deletion (?15bp)	0.500480318	83979	8727	-0.005954168	2.538126743	2.636046664	2.540130042	0.081026978	8626	13557
Psme4	unassigned	""	5	Deletion (?15bp)	0.519371135	96822	9776	-0.030017479	2.53797284	2.628864652	2.539773542	0.081026978	10940	13558
Ncapg	unassigned	""	5	Deletion (?15bp)	0.594462361	29802	3032	-0.038621183	2.537247417	2.710292344	2.543479779	0.081026978	11662	13559
Dguok	unassigned	""	5	Deletion (?15bp)	0.491394637	64143	6697	0.013520473	2.53712674	2.634899396	2.539454788	0.081026978	6777	13560
H2-Ob	unassigned	""	5	Deletion (?15bp)	0.531198485	65441	6407	-0.079038286	2.537096377	2.653115008	2.539879821	0.081026978	14435	13561
Kcnj15	unassigned	""	5	Deletion (?15bp)	0.507725143	58222	6240	0.05038539	2.536963486	2.63000713	2.539129647	0.081026978	3677	13562
Polr2f	unassigned	""	4	Deletion (?15bp)	0.743621932	23998	2427	-0.053763542	2.536933733	2.719172784	2.544148145	0.081026978	12874	13563
Lrrc4	unassigned	""	5	Deletion (?15bp)	0.505777971	84806	8566	-0.025434302	2.535843367	2.639898907	2.538271392	0.081026978	10502	13564
Cdpf1	unassigned	""	4	Deletion (?15bp)	0.531407429	90250	9384	0.017743886	2.535817543	2.625589309	2.537571225	0.081026978	6363	13565
Pml	unassigned	""	5	Deletion (?15bp)	0.476692866	93966	10057	0.048280484	2.535559802	2.631524117	2.537462997	0.081026978	3829	13566
Gnaz	unassigned	""	5	Deletion (?15bp)	0.503535271	97131	9802	-0.027280104	2.535247363	2.624037822	2.536930793	0.081026978	10661	13567
Ip6k3	unassigned	""	5	Deletion (?15bp)	0.514731427	80194	7913	-0.064184541	2.535064706	2.639328613	2.537336238	0.081026978	13518	13568
Lcn5	unassigned	""	5	Deletion (?15bp)	0.513717889	36524	3782	-0.017370378	2.534785084	2.6877419	2.539706282	0.081026978	9710	13569
Hic1	unassigned	""	5	Deletion (?15bp)	0.510316311	93268	9648	-0.013415721	2.534739524	2.619667199	2.536341288	0.081026978	9344	13570
Pcdhb2	unassigned	""	5	Deletion (?15bp)	0.528052678	54001	5193	-0.103987037	2.53467927	2.659239314	2.537932341	0.081026978	15590	13571
Proz	unassigned	""	4	Deletion (?15bp)	0.508407096	79488	8262	0.006390076	2.53440344	2.631600968	2.536399958	0.081026978	7454	13572
Fam221b	unassigned	""	5	Deletion (?15bp)	0.519658836	70383	6964	-0.061371882	2.534379254	2.648096339	2.53704789	0.081026978	13359	13573
Vmn2r8	unassigned	""	5	Deletion (?15bp)	0.490890288	57217	6006	0.005518197	2.53432839	2.636100325	2.536677688	0.081026978	7538	13574
Igfn1	unassigned	""	5	Deletion (?15bp)	0.507057025	98368	9905	-0.040619558	2.534164599	2.629382403	2.536067825	0.081026978	11844	13575
Mlec	unassigned	""	5	Deletion (?15bp)	0.489044235	94677	9550	-0.037079524	2.534115151	2.617501881	2.53569071	0.081026978	11549	13576
Cym	unassigned	""	5	Deletion (?15bp)	0.479566121	67253	7094	0.020718049	2.533873087	2.641874898	2.536342248	0.081026978	6083	13577
Wdr91	unassigned	""	5	Deletion (?15bp)	0.526896676	54875	5838	0.037622394	2.533648208	2.658587068	2.536910092	0.081026978	4650	13578
Gpr65	unassigned	""	5	Deletion (?15bp)	0.512937326	62672	6586	0.033769535	2.533536354	2.629251857	2.535873083	0.081026978	4995	13579
Dgke	unassigned	""	5	Deletion (?15bp)	0.515897713	84743	8732	-0.004892148	2.533433196	2.625957079	2.535271848	0.081026978	8533	13580
A4galt	unassigned	""	5	Deletion (?15bp)	0.498843055	70323	7677	0.070879905	2.533374185	2.634419905	2.535662647	0.081026978	2371	13581
Kcnrg	unassigned	""	5	Deletion (?15bp)	0.491596834	101464	10964	0.067624092	2.53285088	2.615810771	2.534382758	0.081026978	2558	13582
Mmp21	unassigned	""	5	Deletion (?15bp)	0.523936868	76739	8329	0.074890827	2.532472967	2.619118826	2.534198952	0.081026978	2154	13583
Pdcd1lg2	unassigned	""	5	Deletion (?15bp)	0.512283724	92417	9831	0.048979788	2.532422181	2.623340391	2.534194966	0.081026978	3782	13584
Pfn2	unassigned	""	4	Deletion (?15bp)	0.526399429	56380	5930	-0.003423736	2.532319403	2.638903785	2.535062132	0.081026978	8396	13585
Csmd1	unassigned	""	5	Deletion (?15bp)	0.489342718	123496	13015	0.025622344	2.531750539	2.597576366	2.532817688	0.081026978	5672	13586
Asb16	unassigned	""	5	Deletion (?15bp)	0.524270218	141445	15018	0.047165886	2.531676932	2.592299369	2.532589842	0.081026978	3911	13587
Plxdc2	unassigned	""	5	Deletion (?15bp)	0.539062906	59961	5871	-0.071639538	2.531537206	2.607208749	2.533015064	0.081026978	13998	13588
Srprb	unassigned	""	4	Deletion (?15bp)	0.601564345	35766	3846	0.069819994	2.531450714	2.691078172	2.536584129	0.081026978	2426	13589
Niban2	unassigned	""	5	Deletion (?15bp)	0.497690021	79774	8207	0.001557913	2.531238279	2.626705232	2.533105393	0.081026978	7926	13590
Dock5	unassigned	""	5	Deletion (?15bp)	0.526334522	58581	5981	-0.010506375	2.531190945	2.640538689	2.533694548	0.081026978	9088	13591
Zc3h12b	unassigned	""	4	Deletion (?15bp)	0.482429513	84130	8243	-0.087672369	2.530938959	2.626647579	2.532970305	0.081026978	14886	13592
Lrrn2	unassigned	""	5	Deletion (?15bp)	0.487357594	136167	14153	0.029983893	2.530893167	2.607064195	2.532206554	0.081026978	5289	13593
Lcp2	unassigned	""	5	Deletion (?15bp)	0.48683602	54818	5374	-0.086246781	2.530805959	2.657389419	2.534168907	0.081026978	14812	13594
Jam3	unassigned	""	5	Deletion (?15bp)	0.495487046	61098	6245	-0.034023091	2.530653015	2.657931291	2.534916972	0.081026978	11293	13595
Spa17	unassigned	""	5	Deletion (?15bp)	0.555803982	35969	3507	-0.091448594	2.530556078	2.68348113	2.535600899	0.081026978	15093	13596
Mfsd14b	unassigned	""	3	Deletion (?15bp)	0.501034139	23541	2336	-0.063587172	2.5304384	2.728459156	2.538553204	0.081026978	13485	13597
Ifne	unassigned	""	5	Deletion (?15bp)	0.498738557	75230	7382	-0.076260455	2.530278023	2.636661342	2.532700601	0.081026978	14281	13598
Lta	unassigned	""	5	Deletion (?15bp)	0.535169622	62448	6220	-0.046635725	2.529935159	2.641919835	2.532867014	0.081026978	12326	13599
Odf3b	unassigned	""	5	Deletion (?15bp)	0.521906927	107998	11651	0.06397143	2.529231747	2.599986076	2.530419587	0.081026978	2775	13600
Hoxa9	unassigned	""	5	Deletion (?15bp)	0.512357108	108792	11323	0.014149568	2.529229682	2.612856692	2.5307472	0.081026978	6712	13601
Nln	unassigned	""	5	Deletion (?15bp)	0.494083429	71928	7288	-0.024152537	2.529214262	2.627676588	2.53139975	0.081026978	10366	13602
Cox6a2	unassigned	""	5	Deletion (?15bp)	0.546058191	68412	7313	0.043282817	2.529010957	2.634964045	2.531499817	0.081026978	4205	13603
Vps18	unassigned	""	5	Deletion (?15bp)	0.510339223	100803	10270	-0.038719354	2.528369423	2.620034443	2.530162372	0.081026978	11679	13604
Cyp1a1	unassigned	""	5	Deletion (?15bp)	0.507671128	78986	8283	0.015402316	2.527419591	2.609928417	2.529208522	0.081026978	6590	13605
Arhgap10	unassigned	""	5	Deletion (?15bp)	0.536085007	42581	3954	-0.142385761	2.527256808	2.669642569	2.531566357	0.081026978	16580	13606
Anks6	unassigned	""	5	Deletion (?15bp)	0.513426223	98408	10007	-0.020670773	2.527053992	2.619778688	2.528885291	0.081026978	10030	13607
Tlr1	unassigned	""	5	Deletion (?15bp)	0.476399691	71980	7564	0.036652652	2.526674246	2.628404378	2.529017596	0.081026978	4731	13608
Rbks	unassigned	""	5	Deletion (?15bp)	0.544036541	62804	6760	0.062360503	2.526527758	2.633185273	2.528948496	0.081026978	2863	13609
Gm12169	unassigned	""	5	Deletion (?15bp)	0.509822131	50154	5423	0.016274837	2.526331243	2.631647409	2.529124855	0.081026978	6508	13610
Atg16l2	unassigned	""	5	Deletion (?15bp)	0.505250581	57943	5527	-0.108358429	2.52631221	2.639093711	2.529147919	0.081026978	15726	13611
Kbtbd13	unassigned	""	5	Deletion (?15bp)	0.50891069	115541	12100	0.041352073	2.525546938	2.593715867	2.52709955	0.081026978	4370	13612
Ormdl2	unassigned	""	5	Deletion (?15bp)	0.549636747	52556	5377	-0.009951911	2.525536973	2.650357136	2.528867693	0.081026978	9031	13613
Rnf122	unassigned	""	4	Deletion (?15bp)	0.48384	41956	4167	-0.060019792	2.525464145	2.657472799	2.529233957	0.081026978	13257	13614
Apol8	unassigned	""	5	Deletion (?15bp)	0.541504075	93017	9791	0.025098405	2.525370273	2.617622512	2.527250437	0.081026978	5722	13615
S100b	unassigned	""	5	Deletion (?15bp)	0.51627751	46476	4892	0.036559208	2.525243301	2.644807305	2.528534387	0.081026978	4741	13616
Tmem50a	unassigned	""	5	Deletion (?15bp)	0.522228688	46308	4721	-0.023451148	2.524857946	2.655037525	2.528513963	0.081026978	10301	13617
Megf9	unassigned	""	5	Deletion (?15bp)	0.508386678	108716	11116	-0.003654428	2.524763879	2.608551003	2.526249861	0.081026978	8419	13618
Isg20	unassigned	""	5	Deletion (?15bp)	0.514657455	110927	11138	-0.042302948	2.524480606	2.61105935	2.526060856	0.081026978	11986	13619
Prss23	unassigned	""	5	Deletion (?15bp)	0.497106194	72149	7034	-0.074236919	2.523520257	2.629269709	2.525873366	0.081026978	14169	13620
Krtap19-9b	unassigned	""	3	Deletion (?15bp)	0.623505471	32885	3199	-0.1003899	2.523278883	2.670735341	2.528309563	0.081026978	15464	13621
Tspyl1	unassigned	""	5	Deletion (?15bp)	0.509899604	109342	10556	-0.090051913	2.523212337	2.61326425	2.524899015	0.081026978	15016	13622
Flt3	unassigned	""	5	Deletion (?15bp)	0.573633993	55870	5667	-0.02796331	2.522729122	2.633813808	2.525503558	0.081026978	10733	13623
Gpr150	unassigned	""	5	Deletion (?15bp)	0.499988503	129227	13891	0.066097208	2.522662597	2.594197902	2.523756414	0.081026978	2641	13624
Leng9	unassigned	""	5	Deletion (?15bp)	0.516444666	82949	8559	-0.008024994	2.522656753	2.629379478	2.524956887	0.081026978	8818	13625
Klk9	unassigned	""	5	Deletion (?15bp)	0.516225755	103822	10850	0.01600782	2.522485689	2.60107975	2.523923497	0.081026978	6531	13626
